OrderID,CustomerID,StoreID,OrderDate,OrderDateTime,OrderStatus,SalesChannel,PaymentMethod,ShippingDate,PromoCode,Notes,SubTotal,Tax,ShippingCost,ItemsCount,OrderLevelDiscount,OrderTotal
186,208,6,2025-02-05,2025-02-05 16:30:00,Completed,In-Store,Credit Card,2025-02-05,VIP20,,51.52,3.61,0.0,3,1.03,54.1
187,222,2,2025-07-27,2025-07-27 15:15:00,Completed,In-Store,Bank Transfer,2025-07-27,,,26.32,1.84,0.0,1,0.0,28.16
188,1043,5,2024-03-14,2024-03-14 20:10:00,Completed,Online,Bank Transfer,2024-03-21,NEW10,,26.07,1.82,4.91,1,0.0,32.8
189,124,3,2025-03-05,2025-03-05 12:00:00,Completed,Online,Cash,2025-03-09,BUNDLE5,,28.33,1.98,2.87,1,0.0,33.18
190,962,5,2025-04-26,2025-04-26 18:10:00,Completed,Online,Credit Card,2025-04-28,,,44.98,3.15,3.79,1,0.0,51.92
191,112,7,2025-02-19,2025-02-19 16:40:00,Completed,In-Store,Debit Card,2025-02-19,,,27.15,1.9,0.0,2,0.0,29.05
192,975,8,2025-05-29,2025-05-29 15:50:00,Completed,Online,Bank Transfer,2025-06-03,BUNDLE5,Gift wrap,109.88,7.69,5.01,5,2.2,120.38
193,215,8,2024-03-20,2024-03-20 16:10:00,Pending,In-Store,E-Wallet,,NEW10,,35.94,2.52,0.0,2,0.0,38.46
194,472,8,2024-01-08,2024-01-08 18:55:00,Completed,Online,Cash,2024-01-14,NEW10,Fragile,64.84,4.54,2.78,3,1.3,70.86
195,744,1,2024-12-02,2024-12-02 13:00:00,Completed,Online,Credit Card,2024-12-04,SUMMER15,Fragile,19.54,1.37,4.01,2,0.0,24.92
196,738,1,2024-02-29,2024-02-29 13:45:00,Pending,Online,Cash,,NEW10,Gift wrap,30.87,2.16,3.29,3,0.62,35.7
197,1136,4,2025-01-17,2025-01-17 18:25:00,Completed,Online,Cash,2025-01-18,,,25.31,1.77,4.66,1,0.0,31.74
198,694,4,2024-06-13,2024-06-13 15:05:00,Completed,Online,Cash,2024-06-15,BUNDLE5,,37.9,2.65,2.58,2,0.0,43.13
199,134,2,2025-05-05,2025-05-05 19:55:00,Completed,In-Store,Debit Card,2025-05-05,NEW10,,23.68,1.66,0.0,1,0.0,25.34
200,652,10,2025-06-15,2025-06-15 15:25:00,Completed,In-Store,Credit Card,2025-06-15,,,128.32,8.98,0.0,3,0.0,137.3
201,603,3,2025-07-02,2025-07-02 17:40:00,Completed,Online,Cash,2025-07-04,,,20.95,1.47,2.32,1,0.0,24.74
202,429,2,2024-08-31,2024-08-31 20:35:00,Returned,In-Store,Bank Transfer,,,,38.32,2.68,0.0,1,0.0,41.0
203,1043,6,2024-11-11,2024-11-11 16:50:00,Completed,Online,Cash,2024-11-16,BUNDLE5,Fragile,10.15,0.71,2.86,1,0.0,13.72
204,971,5,2024-07-07,2024-07-07 18:35:00,Completed,In-Store,Bank Transfer,2024-07-07,,,19.89,1.39,0.0,1,0.0,21.28
205,926,4,2024-03-14,2024-03-14 13:15:00,Completed,Online,E-Wallet,2024-03-16,,Gift wrap,12.73,0.89,3.27,1,0.0,16.89
206,276,2,2024-11-12,2024-11-12 14:05:00,Completed,Online,Debit Card,2024-11-12,VIP20,,27.79,1.95,3.09,3,0.56,32.27
207,924,8,2024-06-04,2024-06-04 17:30:00,Completed,Online,E-Wallet,2024-06-09,SUMMER15,Fragile,56.43,3.95,3.31,2,0.0,63.69
208,479,5,2024-03-14,2024-03-14 10:35:00,Completed,Online,Credit Card,2024-03-18,,,49.8,3.49,4.54,3,0.0,57.83
209,161,5,2024-05-10,2024-05-10 17:50:00,Pending,Online,Credit Card,,,,34.22,2.4,4.86,2,0.0,41.48
210,675,5,2025-04-08,2025-04-08 13:15:00,Completed,In-Store,Cash,2025-04-08,NEW10,,54.9,3.84,0.0,3,1.1,57.64
211,1113,5,2024-12-24,2024-12-24 20:55:00,Completed,Online,Cash,2024-12-30,VIP20,,40.26,2.82,2.33,2,0.0,45.41
212,967,9,2024-10-11,2024-10-11 18:00:00,Pending,In-Store,E-Wallet,,NEW10,,35.27,2.47,0.0,3,0.71,37.03
213,972,4,2024-09-30,2024-09-30 18:15:00,Completed,In-Store,E-Wallet,2024-09-30,,Fragile,17.56,1.23,0.0,1,0.0,18.79
214,642,4,2024-12-14,2024-12-14 15:05:00,Completed,In-Store,E-Wallet,2024-12-14,NEW10,Fragile,21.11,1.48,0.0,1,0.0,22.59
215,62,6,2024-05-18,2024-05-18 16:40:00,Completed,In-Store,Cash,2024-05-18,,,22.91,1.6,0.0,2,0.0,24.51
216,727,6,2025-08-01,2025-08-01 16:50:00,Completed,Online,E-Wallet,2025-08-05,SUMMER15,,10.8,0.76,3.03,1,0.0,14.59
217,285,3,2025-08-08,2025-08-08 10:00:00,Pending,In-Store,Bank Transfer,,,,77.37,5.42,0.0,3,0.0,82.79
218,801,7,2024-11-17,2024-11-17 20:45:00,Completed,Online,Bank Transfer,2024-11-23,NEW10,Fragile,36.85,2.58,2.27,1,0.0,41.7
219,925,5,2024-03-21,2024-03-21 12:45:00,Completed,Online,Bank Transfer,2024-03-23,,,155.5,10.89,3.5,5,0.0,169.89
220,408,2,2024-11-21,2024-11-21 16:10:00,Pending,Online,Debit Card,,SUMMER15,,99.57,6.97,2.98,2,0.0,109.52
221,755,9,2025-04-08,2025-04-08 11:00:00,Completed,Online,E-Wallet,2025-04-14,NEW10,,44.88,3.14,4.17,2,0.0,52.19
222,980,2,2024-08-24,2024-08-24 12:30:00,Completed,In-Store,Debit Card,2024-08-24,NEW10,,52.6,3.68,0.0,2,0.0,56.28
223,973,3,2025-04-17,2025-04-17 14:55:00,Completed,In-Store,Bank Transfer,2025-04-17,NEW10,,3.29,0.23,0.0,1,0.0,3.52
224,565,4,2024-11-14,2024-11-14 18:35:00,Completed,Online,Credit Card,2024-11-20,BUNDLE5,,9.46,0.66,3.98,1,0.0,14.1
225,1006,8,2024-06-18,2024-06-18 17:45:00,Completed,Online,Credit Card,2024-06-22,,Fragile,16.54,1.16,4.11,2,0.0,21.81
226,610,7,2025-01-14,2025-01-14 15:55:00,Completed,In-Store,Debit Card,2025-01-14,VIP20,,28.86,2.02,0.0,1,0.0,30.88
227,885,8,2025-03-11,2025-03-11 13:45:00,Completed,In-Store,Bank Transfer,2025-03-11,,Fragile,40.1,2.81,0.0,2,0.0,42.91
228,491,3,2025-01-28,2025-01-28 18:00:00,Completed,In-Store,Cash,2025-01-28,,,24.79,1.74,0.0,2,0.0,26.53
229,445,8,2024-02-25,2024-02-25 18:55:00,Completed,In-Store,Credit Card,2024-02-25,SUMMER15,,47.51,3.33,0.0,4,0.95,49.89
230,668,7,2024-03-09,2024-03-09 18:40:00,Completed,Online,Bank Transfer,2024-03-09,VIP20,,5.82,0.41,4.04,1,0.0,10.27
231,946,7,2025-03-21,2025-03-21 11:55:00,Completed,Online,Debit Card,2025-03-27,,,61.5,4.31,5.15,3,0.0,70.96
232,280,6,2024-06-13,2024-06-13 14:55:00,Completed,Online,E-Wallet,2024-06-14,,,141.29,9.89,3.11,4,0.0,154.29
233,897,3,2025-02-12,2025-02-12 18:55:00,Completed,Online,Debit Card,2025-02-14,,,54.86,3.84,4.39,4,0.0,63.09
234,603,2,2025-06-19,2025-06-19 17:10:00,Completed,Online,Credit Card,2025-06-19,,Gift wrap,11.15,0.78,3.13,2,0.0,15.06
235,365,4,2025-07-05,2025-07-05 12:25:00,Cancelled,In-Store,Bank Transfer,,NEW10,Fragile,9.08,0.64,0.0,1,0.0,9.72
236,1071,2,2025-04-03,2025-04-03 18:50:00,Completed,Online,Credit Card,2025-04-03,,Fragile,78.05,5.46,4.04,2,0.0,87.55
237,768,4,2025-05-18,2025-05-18 18:15:00,Completed,Online,Credit Card,2025-05-18,SUMMER15,,12.41,0.87,3.18,1,0.0,16.46
238,452,2,2025-03-27,2025-03-27 18:05:00,Returned,In-Store,Debit Card,,,,24.09,1.69,0.0,2,0.0,25.78
239,221,6,2025-03-30,2025-03-30 10:40:00,Completed,In-Store,Bank Transfer,2025-03-30,NEW10,,6.68,0.47,0.0,1,0.0,7.15
240,248,4,2024-02-11,2024-02-11 15:30:00,Completed,Online,Debit Card,2024-02-11,VIP20,Gift wrap,42.69,2.99,3.42,3,0.85,48.25
241,940,4,2024-10-31,2024-10-31 10:15:00,Completed,In-Store,Bank Transfer,2024-10-31,SUMMER15,,31.51,2.21,0.0,2,0.0,33.72
242,842,5,2025-02-15,2025-02-15 11:15:00,Cancelled,Online,Credit Card,,SUMMER15,,29.52,2.07,2.74,3,0.59,33.74
243,796,3,2024-05-09,2024-05-09 17:50:00,Completed,In-Store,Cash,2024-05-09,,Fragile,37.61,2.63,0.0,2,0.0,40.24
244,1199,8,2025-06-25,2025-06-25 11:00:00,Completed,In-Store,Debit Card,2025-06-25,BUNDLE5,,71.75,5.02,0.0,3,1.44,75.33
245,477,1,2024-02-06,2024-02-06 18:00:00,Completed,In-Store,Cash,2024-02-06,NEW10,Fragile,9.94,0.7,0.0,1,0.0,10.64
246,163,1,2024-03-29,2024-03-29 18:45:00,Completed,Online,Debit Card,2024-03-31,VIP20,,17.35,1.21,4.29,1,0.0,22.85
247,909,6,2025-08-16,2025-08-16 18:15:00,Completed,Online,Credit Card,2025-08-22,,Gift wrap,125.4,8.78,3.78,4,0.0,137.96
248,679,6,2024-06-09,2024-06-09 18:15:00,Completed,Online,Debit Card,2024-06-12,BUNDLE5,Fragile,26.22,1.84,4.45,1,0.0,32.51
249,906,1,2025-05-14,2025-05-14 17:10:00,Completed,Online,Debit Card,2025-05-14,,,19.19,1.34,4.41,2,0.0,24.94
250,188,3,2024-01-11,2024-01-11 20:10:00,Completed,In-Store,Debit Card,2024-01-11,NEW10,,50.8,3.56,0.0,2,0.0,54.36
251,957,5,2025-01-23,2025-01-23 11:55:00,Completed,Online,E-Wallet,2025-01-25,BUNDLE5,,75.73,5.3,3.21,3,1.51,82.73
252,919,4,2024-02-29,2024-02-29 14:45:00,Completed,In-Store,Credit Card,2024-02-29,SUMMER15,Fragile,62.36,4.37,0.0,3,1.25,65.48
253,904,7,2024-11-26,2024-11-26 15:35:00,Completed,In-Store,Debit Card,2024-11-26,,Fragile,33.86,2.37,0.0,3,0.0,36.23
254,876,2,2025-01-18,2025-01-18 10:30:00,Cancelled,In-Store,Bank Transfer,,BUNDLE5,,47.13,3.3,0.0,3,0.94,49.49
255,527,7,2024-09-27,2024-09-27 17:10:00,Completed,Online,E-Wallet,2024-10-04,,Gift wrap,29.36,2.06,5.72,1,0.0,37.14
256,401,3,2024-05-26,2024-05-26 12:35:00,Pending,Online,Bank Transfer,,VIP20,Fragile,17.46,1.22,3.53,2,0.0,22.21
257,765,7,2025-06-14,2025-06-14 20:30:00,Completed,In-Store,Bank Transfer,2025-06-14,,Fragile,16.02,1.12,0.0,1,0.0,17.14
258,789,10,2025-06-24,2025-06-24 19:05:00,Completed,In-Store,Cash,2025-06-24,,Gift wrap,7.59,0.53,0.0,1,0.0,8.12
259,755,1,2024-05-13,2024-05-13 16:35:00,Completed,In-Store,Debit Card,2024-05-13,NEW10,Fragile,44.65,3.13,0.0,2,0.0,47.78
260,58,3,2024-03-30,2024-03-30 10:25:00,Completed,Online,Debit Card,2024-04-03,NEW10,,77.63,5.43,5.15,1,0.0,88.21
261,331,1,2024-10-29,2024-10-29 17:50:00,Completed,Online,E-Wallet,2024-11-04,,,12.83,0.9,2.44,1,0.0,16.17
262,1062,4,2024-06-21,2024-06-21 20:05:00,Pending,Online,E-Wallet,,,Gift wrap,74.4,5.21,4.52,3,0.0,84.13
263,784,10,2025-06-20,2025-06-20 16:40:00,Completed,Online,Credit Card,2025-06-21,,,21.64,1.51,3.26,1,0.0,26.41
264,293,5,2024-05-31,2024-05-31 18:25:00,Cancelled,In-Store,E-Wallet,,,Gift wrap,74.59,5.22,0.0,2,0.0,79.81
265,1008,1,2024-11-23,2024-11-23 10:10:00,Completed,In-Store,E-Wallet,2024-11-23,BUNDLE5,Fragile,113.74,7.96,0.0,2,0.0,121.7
266,883,3,2024-04-03,2024-04-03 18:55:00,Completed,Online,Debit Card,2024-04-06,VIP20,,27.66,1.94,6.14,2,0.0,35.74
267,923,10,2024-07-07,2024-07-07 16:05:00,Returned,Online,Credit Card,,,,41.1,2.88,2.74,2,0.0,46.72
268,903,10,2024-02-29,2024-02-29 14:30:00,Completed,In-Store,Credit Card,2024-02-29,SUMMER15,,20.95,1.47,0.0,2,0.0,22.42
269,132,6,2024-12-31,2024-12-31 15:20:00,Completed,Online,E-Wallet,2025-01-01,,,114.15,7.99,3.22,3,0.0,125.36
270,1193,1,2025-04-21,2025-04-21 14:00:00,Completed,Online,Credit Card,2025-04-27,BUNDLE5,,78.28,5.48,4.96,3,1.57,87.15
271,996,8,2025-02-13,2025-02-13 20:20:00,Cancelled,In-Store,Cash,,SUMMER15,Gift wrap,50.15,3.51,0.0,3,1.0,52.66
272,740,7,2024-09-12,2024-09-12 20:15:00,Completed,Online,Cash,2024-09-17,,,18.44,1.29,3.42,1,0.0,23.15
273,823,3,2024-07-26,2024-07-26 10:55:00,Completed,Online,Bank Transfer,2024-07-30,,,39.98,2.8,3.32,2,0.0,46.1
274,974,9,2025-03-25,2025-03-25 15:45:00,Completed,Online,Cash,2025-03-25,,Gift wrap,24.67,1.73,4.14,1,0.0,30.54
275,667,8,2024-01-29,2024-01-29 19:55:00,Completed,Online,Bank Transfer,2024-01-30,SUMMER15,Fragile,28.26,1.98,3.14,2,0.0,33.38
276,206,7,2025-08-08,2025-08-08 20:35:00,Completed,Online,Debit Card,2025-08-08,NEW10,Fragile,37.25,2.61,4.06,2,0.0,43.92
277,1124,8,2024-02-05,2024-02-05 19:20:00,Completed,Online,Credit Card,2024-02-12,,,21.34,1.49,2.81,1,0.0,25.64
278,350,2,2024-08-29,2024-08-29 13:15:00,Completed,In-Store,Credit Card,2024-08-29,NEW10,Gift wrap,34.27,2.4,0.0,1,0.0,36.67
279,452,5,2025-06-19,2025-06-19 20:20:00,Completed,In-Store,Credit Card,2025-06-19,,,68.17,4.77,0.0,4,0.0,72.94
280,1008,2,2025-04-12,2025-04-12 20:50:00,Returned,Online,Debit Card,,,Gift wrap,80.79,5.66,3.9,3,0.0,90.35
281,782,9,2024-02-13,2024-02-13 15:55:00,Pending,Online,Debit Card,,SUMMER15,,20.81,1.46,2.77,1,0.0,25.04
282,183,6,2024-07-07,2024-07-07 14:05:00,Cancelled,In-Store,Credit Card,,BUNDLE5,Gift wrap,9.63,0.67,0.0,1,0.0,10.3
283,779,10,2025-01-04,2025-01-04 12:25:00,Cancelled,Online,Bank Transfer,,,Fragile,45.56,3.19,3.58,3,0.0,52.33
284,748,3,2025-06-06,2025-06-06 20:25:00,Completed,In-Store,Debit Card,2025-06-06,,Fragile,38.09,2.67,0.0,2,0.0,40.76
285,648,3,2024-05-06,2024-05-06 10:35:00,Returned,Online,Debit Card,,,Fragile,25.09,1.76,3.21,2,0.0,30.06
286,299,1,2025-04-12,2025-04-12 12:20:00,Completed,Online,Credit Card,2025-04-16,,,67.59,4.73,3.49,3,0.0,75.81
287,1014,5,2024-10-04,2024-10-04 16:15:00,Cancelled,Online,Cash,,,,29.4,2.06,3.18,1,0.0,34.64
288,108,3,2025-08-05,2025-08-05 19:15:00,Pending,In-Store,Cash,,,,11.69,0.82,0.0,1,0.0,12.51
289,804,6,2024-08-17,2024-08-17 20:40:00,Completed,Online,Cash,2024-08-23,VIP20,,26.27,1.84,4.48,1,0.0,32.59
290,579,4,2024-10-15,2024-10-15 17:20:00,Cancelled,Online,Credit Card,,SUMMER15,,34.61,2.42,4.18,2,0.0,41.21
291,623,8,2025-02-04,2025-02-04 19:00:00,Completed,Online,E-Wallet,2025-02-11,SUMMER15,,11.51,0.81,3.31,1,0.0,15.63
292,401,1,2024-09-15,2024-09-15 13:55:00,Completed,In-Store,Credit Card,2024-09-15,,,12.16,0.85,0.0,1,0.0,13.01
293,345,1,2025-01-26,2025-01-26 15:30:00,Completed,In-Store,Debit Card,2025-01-26,,,22.08,1.55,0.0,1,0.0,23.63
294,694,10,2024-06-23,2024-06-23 20:50:00,Completed,Online,E-Wallet,2024-06-26,,,28.63,2.0,3.53,2,0.0,34.16
295,620,10,2024-09-22,2024-09-22 13:35:00,Pending,In-Store,E-Wallet,,,,30.53,2.14,0.0,3,0.0,32.67
296,783,5,2025-06-23,2025-06-23 18:50:00,Completed,Online,Credit Card,2025-06-24,,,57.45,4.02,3.79,3,0.0,65.26
297,1044,4,2024-11-23,2024-11-23 12:50:00,Completed,Online,Bank Transfer,2024-11-30,SUMMER15,,44.22,3.1,2.99,3,0.88,49.43
298,787,8,2024-07-01,2024-07-01 19:10:00,Pending,In-Store,Cash,,BUNDLE5,,35.74,2.5,0.0,1,0.0,38.24
299,1101,3,2025-06-12,2025-06-12 12:05:00,Completed,In-Store,E-Wallet,2025-06-12,BUNDLE5,,32.78,2.29,0.0,1,0.0,35.07
300,1001,2,2025-04-09,2025-04-09 19:40:00,Completed,Online,Credit Card,2025-04-12,,,3.79,0.27,4.91,1,0.0,8.97
301,369,1,2025-03-31,2025-03-31 13:45:00,Completed,In-Store,Credit Card,2025-03-31,,,28.08,1.97,0.0,2,0.0,30.05
302,331,2,2025-03-01,2025-03-01 17:50:00,Completed,In-Store,Credit Card,2025-03-01,,,61.69,4.32,0.0,3,0.0,66.01
303,1115,3,2025-08-12,2025-08-12 16:25:00,Completed,In-Store,Credit Card,2025-08-12,NEW10,Gift wrap,23.96,1.68,0.0,1,0.0,25.64
304,601,9,2024-04-06,2024-04-06 10:40:00,Completed,Online,Cash,2024-04-11,BUNDLE5,,67.35,4.71,3.46,3,1.35,74.17
305,203,1,2024-04-28,2024-04-28 16:55:00,Completed,Online,Cash,2024-05-01,NEW10,,24.81,1.74,4.48,2,0.0,31.03
306,736,5,2025-01-09,2025-01-09 17:45:00,Completed,In-Store,Credit Card,2025-01-09,BUNDLE5,Gift wrap,135.11,9.46,0.0,4,2.7,141.87
307,335,7,2024-08-04,2024-08-04 14:50:00,Completed,In-Store,E-Wallet,2024-08-04,,,22.61,1.58,0.0,2,0.0,24.19
308,552,4,2025-07-22,2025-07-22 17:05:00,Cancelled,Online,Bank Transfer,,VIP20,,5.97,0.42,1.14,1,0.0,7.53
309,777,1,2024-06-18,2024-06-18 14:30:00,Pending,Online,Cash,,BUNDLE5,,36.89,2.58,1.05,2,0.0,40.52
310,136,6,2025-04-13,2025-04-13 18:30:00,Completed,Online,Cash,2025-04-17,NEW10,,30.26,2.12,5.39,2,0.0,37.77
311,773,4,2025-05-05,2025-05-05 14:05:00,Completed,Online,Credit Card,2025-05-07,BUNDLE5,Gift wrap,57.91,4.05,3.76,3,1.16,64.56
312,196,9,2024-04-29,2024-04-29 17:35:00,Completed,Online,Cash,2024-05-03,BUNDLE5,,54.97,3.85,4.1,2,0.0,62.92
313,652,7,2024-04-23,2024-04-23 19:10:00,Completed,In-Store,Bank Transfer,2024-04-23,BUNDLE5,,51.64,3.61,0.0,1,0.0,55.25
314,977,10,2024-09-07,2024-09-07 19:30:00,Completed,Online,Bank Transfer,2024-09-09,,,43.31,3.03,4.64,2,0.0,50.98
315,548,1,2024-09-22,2024-09-22 12:45:00,Pending,In-Store,Cash,,,,86.88,6.08,0.0,3,0.0,92.96
316,938,3,2024-03-23,2024-03-23 18:30:00,Completed,Online,E-Wallet,2024-03-27,SUMMER15,Fragile,30.3,2.12,3.91,2,0.0,36.33
317,469,5,2024-12-06,2024-12-06 17:55:00,Completed,Online,Cash,2024-12-12,,Gift wrap,59.53,4.17,3.91,4,0.0,67.61
318,163,2,2024-07-30,2024-07-30 19:50:00,Cancelled,In-Store,Debit Card,,BUNDLE5,,24.32,1.7,0.0,2,0.0,26.02
319,1135,8,2024-02-24,2024-02-24 11:20:00,Returned,Online,E-Wallet,,VIP20,Fragile,19.83,1.39,5.02,2,0.0,26.24
320,1091,2,2025-04-11,2025-04-11 17:50:00,Completed,In-Store,Credit Card,2025-04-11,,Fragile,53.67,3.76,0.0,1,0.0,57.43
321,707,4,2025-06-28,2025-06-28 18:55:00,Pending,In-Store,Bank Transfer,,,,74.15,5.19,0.0,2,0.0,79.34
322,346,9,2025-07-28,2025-07-28 10:35:00,Pending,Online,Cash,,BUNDLE5,Gift wrap,14.17,0.99,2.93,1,0.0,18.09
323,1015,7,2024-05-23,2024-05-23 20:30:00,Completed,In-Store,Cash,2024-05-23,,,36.55,2.56,0.0,2,0.0,39.11
324,595,5,2024-09-07,2024-09-07 19:05:00,Completed,Online,Credit Card,2024-09-13,NEW10,Gift wrap,66.2,4.63,0.12,3,1.32,69.63
325,1056,1,2025-03-09,2025-03-09 20:50:00,Pending,In-Store,E-Wallet,,,Gift wrap,22.29,1.56,0.0,3,0.0,23.85
326,673,5,2024-02-21,2024-02-21 10:35:00,Completed,Online,Debit Card,2024-02-27,SUMMER15,,49.2,3.44,2.76,3,0.98,54.42
327,405,2,2025-05-03,2025-05-03 12:35:00,Completed,In-Store,E-Wallet,2025-05-03,,Fragile,11.79,0.83,0.0,1,0.0,12.62
328,513,4,2025-07-28,2025-07-28 10:50:00,Completed,Online,Cash,2025-08-03,NEW10,,39.43,2.76,5.29,2,0.0,47.48
329,899,8,2024-07-16,2024-07-16 19:05:00,Completed,Online,E-Wallet,2024-07-16,SUMMER15,,17.03,1.19,3.79,1,0.0,22.01
330,83,3,2025-01-18,2025-01-18 12:20:00,Completed,In-Store,Credit Card,2025-01-18,NEW10,,48.61,3.4,0.0,3,0.97,51.04
331,545,2,2024-11-22,2024-11-22 20:50:00,Completed,Online,Debit Card,2024-11-27,,Fragile,87.05,6.09,5.78,1,0.0,98.92
332,797,3,2024-05-19,2024-05-19 16:55:00,Completed,Online,Credit Card,2024-05-21,NEW10,Gift wrap,35.08,2.46,3.27,2,0.0,40.81
333,485,1,2024-03-23,2024-03-23 16:50:00,Completed,Online,Bank Transfer,2024-03-23,VIP20,Fragile,28.89,2.02,2.67,2,0.0,33.58
334,170,7,2025-06-30,2025-06-30 14:35:00,Completed,Online,Bank Transfer,2025-07-02,NEW10,Gift wrap,43.46,3.04,5.8,3,0.87,51.43
335,507,7,2024-05-21,2024-05-21 18:20:00,Completed,In-Store,Credit Card,2024-05-21,,,44.02,3.08,0.0,3,0.0,47.1
336,305,4,2025-07-02,2025-07-02 17:15:00,Completed,Online,Cash,2025-07-05,NEW10,Fragile,22.32,1.56,3.89,1,0.0,27.77
337,187,1,2024-05-25,2024-05-25 10:15:00,Completed,Online,Debit Card,2024-05-28,SUMMER15,Fragile,10.25,0.72,4.06,1,0.0,15.03
338,875,1,2024-11-11,2024-11-11 16:40:00,Completed,Online,Cash,2024-11-16,,Fragile,130.02,9.1,2.58,3,0.0,141.7
339,373,1,2024-01-29,2024-01-29 14:00:00,Completed,In-Store,Cash,2024-01-29,NEW10,Gift wrap,98.37,6.89,0.0,3,1.97,103.29
340,207,7,2024-04-04,2024-04-04 16:45:00,Completed,In-Store,Cash,2024-04-04,SUMMER15,Gift wrap,39.07,2.73,0.0,3,0.78,41.02
341,28,9,2025-06-24,2025-06-24 12:50:00,Cancelled,Online,Cash,,,,68.28,4.78,3.37,3,0.0,76.43
342,488,5,2025-02-24,2025-02-24 17:25:00,Completed,Online,Credit Card,2025-02-26,,,44.02,3.08,4.07,1,0.0,51.17
343,391,4,2024-11-02,2024-11-02 12:45:00,Cancelled,In-Store,Credit Card,,BUNDLE5,,66.2,4.63,0.0,3,1.32,69.51
344,972,4,2024-06-30,2024-06-30 15:55:00,Completed,Online,Debit Card,2024-07-03,VIP20,,39.47,2.76,3.34,2,0.0,45.57
345,712,6,2025-03-19,2025-03-19 18:40:00,Completed,In-Store,E-Wallet,2025-03-19,,Fragile,27.1,1.9,0.0,1,0.0,29.0
346,45,3,2025-04-09,2025-04-09 16:40:00,Completed,In-Store,Debit Card,2025-04-09,SUMMER15,,12.17,0.85,0.0,1,0.0,13.02
347,390,7,2024-07-21,2024-07-21 20:00:00,Completed,Online,Bank Transfer,2024-07-22,NEW10,Fragile,123.18,8.62,2.64,4,2.46,131.98
348,1152,7,2024-10-05,2024-10-05 18:30:00,Completed,Online,Debit Card,2024-10-05,NEW10,,38.87,2.72,3.95,3,0.78,44.76
349,19,9,2024-07-19,2024-07-19 13:55:00,Completed,In-Store,Bank Transfer,2024-07-19,SUMMER15,Gift wrap,20.23,1.42,0.0,2,0.0,21.65
350,550,9,2024-03-16,2024-03-16 19:20:00,Completed,Online,Bank Transfer,2024-03-19,SUMMER15,,110.7,7.75,4.03,4,2.21,120.27
351,273,5,2024-06-10,2024-06-10 18:20:00,Pending,Online,Debit Card,,BUNDLE5,,27.35,1.91,4.66,2,0.0,33.92
352,756,6,2025-07-15,2025-07-15 10:25:00,Completed,In-Store,Bank Transfer,2025-07-15,SUMMER15,,15.51,1.09,0.0,1,0.0,16.6
353,604,6,2025-08-23,2025-08-23 15:45:00,Pending,In-Store,Credit Card,,,Gift wrap,60.75,4.25,0.0,3,0.0,65.0
354,362,5,2025-03-06,2025-03-06 13:20:00,Pending,Online,Bank Transfer,,,Fragile,9.76,0.68,2.77,1,0.0,13.21
355,1129,4,2024-07-14,2024-07-14 20:20:00,Returned,Online,Cash,,BUNDLE5,Fragile,7.04,0.49,3.33,1,0.0,10.86
356,889,6,2024-09-04,2024-09-04 12:15:00,Completed,Online,E-Wallet,2024-09-06,VIP20,,90.67,6.35,4.56,2,0.0,101.58
357,387,10,2024-06-30,2024-06-30 19:10:00,Completed,In-Store,Cash,2024-06-30,,Gift wrap,20.31,1.42,0.0,2,0.0,21.73
358,808,10,2024-03-13,2024-03-13 12:10:00,Completed,Online,E-Wallet,2024-03-16,VIP20,Fragile,15.88,1.11,3.55,2,0.0,20.54
359,282,1,2024-08-31,2024-08-31 12:40:00,Completed,Online,Credit Card,2024-09-01,,,16.6,1.16,3.06,1,0.0,20.82
360,90,3,2024-10-29,2024-10-29 18:50:00,Completed,Online,Debit Card,2024-10-29,,,60.39,4.23,3.77,2,0.0,68.39
361,1111,6,2024-06-18,2024-06-18 20:05:00,Pending,Online,Debit Card,,,,36.48,2.55,3.01,3,0.0,42.04
362,630,6,2024-02-10,2024-02-10 19:10:00,Completed,Online,Bank Transfer,2024-02-14,,,212.87,14.9,2.47,4,0.0,230.24
363,211,9,2025-04-13,2025-04-13 12:00:00,Completed,Online,E-Wallet,2025-04-15,,,89.01,6.23,3.87,2,0.0,99.11
364,790,3,2024-07-07,2024-07-07 10:30:00,Completed,Online,E-Wallet,2024-07-08,VIP20,,8.98,0.63,2.9,1,0.0,12.51
365,209,5,2024-01-07,2024-01-07 20:15:00,Completed,In-Store,Credit Card,2024-01-07,SUMMER15,,99.44,6.96,0.0,4,1.99,104.41
366,310,3,2025-08-22,2025-08-22 19:45:00,Completed,Online,Debit Card,2025-08-28,NEW10,Gift wrap,29.81,2.09,4.52,3,0.6,35.82
367,714,2,2024-12-31,2024-12-31 17:20:00,Completed,Online,Cash,2025-01-04,,,59.22,4.15,3.01,4,0.0,66.38
368,301,6,2025-04-09,2025-04-09 19:10:00,Completed,Online,E-Wallet,2025-04-10,,,27.15,1.9,3.51,2,0.0,32.56
369,571,3,2024-11-06,2024-11-06 16:55:00,Completed,In-Store,Debit Card,2024-11-06,,Fragile,21.3,1.49,0.0,1,0.0,22.79
370,869,8,2025-02-08,2025-02-08 15:35:00,Completed,Online,Cash,2025-02-10,,,11.86,0.83,4.07,1,0.0,16.76
371,1019,9,2025-05-28,2025-05-28 15:40:00,Completed,Online,Debit Card,2025-06-03,,,31.55,2.21,0.69,2,0.0,34.45
